[2025-03-06 08:51:42.513] [info]  DiscordSplash.signalReady
[2025-04-03 10:25:52.506] [info]  [MessageQueue] Draining message from queue LogId:3868 QueueLength: 0
[2025-04-03 10:25:52.506] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:25:53.016] [info]  [MessageQueue] Finished draining message from queue LogId:3868 QueueLength: 0
[2025-04-03 10:26:14.801] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:26:14.803] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:26:19.774] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:26:19.776] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:26:57.120] [info]  [MessageQueue] Queueing message to be sent LogId:4429
[2025-04-03 10:26:57.120] [info]  [MessageQueue] Draining message from queue LogId:4429 QueueLength: 0
[2025-04-03 10:26:57.120] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:26:57.394] [info]  [MessageQueue] Finished draining message from queue LogId:4429 QueueLength: 0
[2025-04-03 10:27:21.270] [info]  [MessageQueue] Queueing message to be sent LogId:112
[2025-04-03 10:27:21.270] [info]  [MessageQueue] Draining message from queue LogId:112 QueueLength: 0
[2025-04-03 10:27:21.271] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:27:21.617] [info]  [MessageQueue] Finished draining message from queue LogId:112 QueueLength: 0
[2025-04-03 10:27:33.958] [info]  [MessageQueue] Draining message from queue LogId:undefined QueueLength: 0
[2025-04-03 10:27:33.958] [info]  [MessageQueue] Draining Message Queue with:  1
[2025-04-03 10:27:34.276] [info]  [MessageQueue] Finished draining message from queue LogId:undefined QueueLength: 0
[2025-04-03 10:27:34.278] [info]  [MessageActionCreators] Fetching messages for 660936899954737152 between undefined and undefined. jump=undefined
[2025-04-03 10:27:44.125] [info]  [MessageQueue] Queueing message to be sent LogId:9599
[2025-04-03 10:27:44.125] [info]  [MessageQueue] Draining message from queue LogId:9599 QueueLength: 0
[2025-04-03 10:27:44.125] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:27:44.376] [info]  [MessageQueue] Finished draining message from queue LogId:9599 QueueLength: 0
[2025-04-03 10:27:49.855] [info]  [MessageQueue] Queueing message to be sent LogId:5672
[2025-04-03 10:27:49.855] [info]  [MessageQueue] Draining message from queue LogId:5672 QueueLength: 0
[2025-04-03 10:27:49.855] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:27:50.492] [info]  [MessageQueue] Finished draining message from queue LogId:5672 QueueLength: 0
[2025-04-03 10:28:23.027] [info]  [MessageQueue] Queueing message to be sent LogId:7689
[2025-04-03 10:28:23.028] [info]  [MessageQueue] Draining message from queue LogId:7689 QueueLength: 0
[2025-04-03 10:28:23.028] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:28:23.318] [info]  [MessageQueue] Finished draining message from queue LogId:7689 QueueLength: 0
[2025-04-03 10:28:36.176] [info]  [MessageQueue] Queueing message to be sent LogId:2266
[2025-04-03 10:28:36.177] [info]  [MessageQueue] Draining message from queue LogId:2266 QueueLength: 0
[2025-04-03 10:28:36.177] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:28:36.648] [info]  [MessageQueue] Finished draining message from queue LogId:2266 QueueLength: 0
[2025-04-03 10:28:41.654] [info]  [MessageQueue] Queueing message to be sent LogId:5552
[2025-04-03 10:28:41.654] [info]  [MessageQueue] Draining message from queue LogId:5552 QueueLength: 0
[2025-04-03 10:28:41.655] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:28:41.872] [info]  [MessageQueue] Finished draining message from queue LogId:5552 QueueLength: 0
[2025-04-03 10:29:05.773] [info]  [MessageQueue] Queueing message to be sent LogId:500
[2025-04-03 10:29:05.773] [info]  [MessageQueue] Draining message from queue LogId:500 QueueLength: 0
[2025-04-03 10:29:05.774] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:29:06.079] [info]  [MessageQueue] Finished draining message from queue LogId:500 QueueLength: 0
[2025-04-03 10:29:20.849] [info]  [MessageQueue] Queueing message to be sent LogId:2323
[2025-04-03 10:29:20.849] [info]  [MessageQueue] Draining message from queue LogId:2323 QueueLength: 0
[2025-04-03 10:29:20.850] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:29:21.112] [info]  [MessageQueue] Finished draining message from queue LogId:2323 QueueLength: 0
[2025-04-03 10:29:48.901] [error] ResizeObserver loop completed with undelivered notifications.
[2025-04-03 10:29:49.809] [info]  [MessageQueue] Queueing message to be sent LogId:2749
[2025-04-03 10:29:49.810] [info]  [MessageQueue] Draining message from queue LogId:2749 QueueLength: 0
[2025-04-03 10:29:49.830] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:29:49.890] [error] ResizeObserver loop completed with undelivered notifications.
[2025-04-03 10:29:50.133] [info]  [MessageQueue] Finished draining message from queue LogId:2749 QueueLength: 0
[2025-04-03 10:30:15.653] [info]  [MessageQueue] Queueing message to be sent LogId:6088
[2025-04-03 10:30:15.653] [info]  [MessageQueue] Draining message from queue LogId:6088 QueueLength: 0
[2025-04-03 10:30:15.654] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:30:15.929] [info]  [MessageQueue] Finished draining message from queue LogId:6088 QueueLength: 0
[2025-04-03 10:30:41.238] [info]  [MessageQueue] Queueing message to be sent LogId:1358
[2025-04-03 10:30:41.239] [info]  [MessageQueue] Draining message from queue LogId:1358 QueueLength: 0
[2025-04-03 10:30:41.239] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:30:41.567] [info]  [MessageQueue] Finished draining message from queue LogId:1358 QueueLength: 0
[2025-04-03 10:30:48.607] [info]  [MessageQueue] Queueing message to be sent LogId:5216
[2025-04-03 10:30:48.607] [info]  [MessageQueue] Draining message from queue LogId:5216 QueueLength: 0
[2025-04-03 10:30:48.608] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:30:49.039] [info]  [MessageQueue] Finished draining message from queue LogId:5216 QueueLength: 0
[2025-04-03 10:31:19.955] [info]  [MessageQueue] Queueing message to be sent LogId:6898
[2025-04-03 10:31:19.956] [info]  [MessageQueue] Draining message from queue LogId:6898 QueueLength: 0
[2025-04-03 10:31:19.956] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:31:20.251] [info]  [MessageQueue] Finished draining message from queue LogId:6898 QueueLength: 0
[2025-04-03 10:31:38.508] [info]  [MessageQueue] Queueing message to be sent LogId:1176
[2025-04-03 10:31:38.509] [info]  [MessageQueue] Draining message from queue LogId:1176 QueueLength: 0
[2025-04-03 10:31:38.509] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:31:38.984] [info]  [MessageQueue] Finished draining message from queue LogId:1176 QueueLength: 0
[2025-04-03 10:31:50.275] [info]  [MessageQueue] Queueing message to be sent LogId:3681
[2025-04-03 10:31:50.276] [info]  [MessageQueue] Draining message from queue LogId:3681 QueueLength: 0
[2025-04-03 10:31:50.276] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:31:50.524] [info]  [MessageQueue] Finished draining message from queue LogId:3681 QueueLength: 0
[2025-04-03 10:31:56.460] [info]  [MessageQueue] Draining message from queue LogId:undefined QueueLength: 0
[2025-04-03 10:31:56.460] [info]  [MessageQueue] Draining Message Queue with:  1
[2025-04-03 10:31:56.658] [info]  [MessageQueue] Finished draining message from queue LogId:undefined QueueLength: 0
[2025-04-03 10:31:56.661] [info]  [MessageActionCreators] Fetching messages for 660936899954737152 between undefined and undefined. jump=undefined
[2025-04-03 10:32:09.935] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:32:09.938] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:32:20.160] [info]  [Routing/Utils] transitionTo - Transitioning to /channels/567056009575530516/567059929433899008
[2025-04-03 10:32:50.688] [info]  [MessageQueue] Queueing message to be sent LogId:8567
[2025-04-03 10:32:50.688] [info]  [MessageQueue] Draining message from queue LogId:8567 QueueLength: 0
[2025-04-03 10:32:50.689] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:32:50.979] [info]  [MessageQueue] Finished draining message from queue LogId:8567 QueueLength: 0
[2025-04-03 10:33:01.646] [info]  [MessageQueue] Queueing message to be sent LogId:4386
[2025-04-03 10:33:01.647] [info]  [MessageQueue] Draining message from queue LogId:4386 QueueLength: 0
[2025-04-03 10:33:01.647] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:33:01.936] [info]  [MessageQueue] Finished draining message from queue LogId:4386 QueueLength: 0
[2025-04-03 10:33:09.968] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:33:09.972] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:33:14.956] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:33:14.959] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:33:26.847] [info]  [MessageQueue] Queueing message to be sent LogId:8288
[2025-04-03 10:33:26.848] [info]  [MessageQueue] Draining message from queue LogId:8288 QueueLength: 0
[2025-04-03 10:33:26.848] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:33:27.111] [info]  [MessageQueue] Finished draining message from queue LogId:8288 QueueLength: 0
[2025-04-03 10:33:50.618] [info]  [MessageQueue] Queueing message to be sent LogId:4871
[2025-04-03 10:33:50.619] [info]  [MessageQueue] Draining message from queue LogId:4871 QueueLength: 0
[2025-04-03 10:33:50.619] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:33:51.901] [info]  [MessageQueue] Finished draining message from queue LogId:4871 QueueLength: 0
[2025-04-03 10:34:15.000] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:34:15.005] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:34:20.050] [info]  [MessageQueue] Queueing message to be sent LogId:5065
[2025-04-03 10:34:20.051] [info]  [MessageQueue] Draining message from queue LogId:5065 QueueLength: 0
[2025-04-03 10:34:20.051] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:34:20.357] [info]  [MessageQueue] Finished draining message from queue LogId:5065 QueueLength: 0
[2025-04-03 10:34:26.068] [info]  [MessageQueue] Queueing message to be sent LogId:2525
[2025-04-03 10:34:26.068] [info]  [MessageQueue] Draining message from queue LogId:2525 QueueLength: 0
[2025-04-03 10:34:26.069] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:34:26.421] [info]  [MessageQueue] Finished draining message from queue LogId:2525 QueueLength: 0
[2025-04-03 10:34:48.753] [info]  [MessageQueue] Queueing message to be sent LogId:2165
[2025-04-03 10:34:48.754] [info]  [MessageQueue] Draining message from queue LogId:2165 QueueLength: 0
[2025-04-03 10:34:48.754] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:34:49.035] [info]  [MessageQueue] Finished draining message from queue LogId:2165 QueueLength: 0
[2025-04-03 10:34:56.487] [info]  [MessageQueue] Queueing message to be sent LogId:9811
[2025-04-03 10:34:56.488] [info]  [MessageQueue] Draining message from queue LogId:9811 QueueLength: 0
[2025-04-03 10:34:56.488] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:34:56.817] [info]  [MessageQueue] Finished draining message from queue LogId:9811 QueueLength: 0
[2025-04-03 10:35:09.674] [info]  [MessageQueue] Queueing message to be sent LogId:1959
[2025-04-03 10:35:09.675] [info]  [MessageQueue] Draining message from queue LogId:1959 QueueLength: 0
[2025-04-03 10:35:09.675] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:35:10.127] [info]  [MessageQueue] Finished draining message from queue LogId:1959 QueueLength: 0
[2025-04-03 10:35:44.606] [info]  [MessageQueue] Queueing message to be sent LogId:1389
[2025-04-03 10:35:44.606] [info]  [MessageQueue] Draining message from queue LogId:1389 QueueLength: 0
[2025-04-03 10:35:44.606] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:35:44.943] [info]  [MessageQueue] Finished draining message from queue LogId:1389 QueueLength: 0
[2025-04-03 10:35:49.179] [info]  [MessageQueue] Queueing message to be sent LogId:6693
[2025-04-03 10:35:49.180] [info]  [MessageQueue] Draining message from queue LogId:6693 QueueLength: 0
[2025-04-03 10:35:49.180] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:35:49.446] [info]  [MessageQueue] Finished draining message from queue LogId:6693 QueueLength: 0
[2025-04-03 10:36:05.597] [info]  [MessageQueue] Queueing message to be sent LogId:6331
[2025-04-03 10:36:05.598] [info]  [MessageQueue] Draining message from queue LogId:6331 QueueLength: 0
[2025-04-03 10:36:05.598] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:36:05.931] [info]  [MessageQueue] Finished draining message from queue LogId:6331 QueueLength: 0
[2025-04-03 10:36:13.838] [info]  [MessageQueue] Queueing message to be sent LogId:4196
[2025-04-03 10:36:13.838] [info]  [MessageQueue] Draining message from queue LogId:4196 QueueLength: 0
[2025-04-03 10:36:13.839] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:36:14.333] [info]  [MessageQueue] Finished draining message from queue LogId:4196 QueueLength: 0
[2025-04-03 10:37:04.789] [info]  [MessageQueue] Queueing message to be sent LogId:2993
[2025-04-03 10:37:04.790] [info]  [MessageQueue] Draining message from queue LogId:2993 QueueLength: 0
[2025-04-03 10:37:04.790] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:37:05.121] [info]  [MessageQueue] Finished draining message from queue LogId:2993 QueueLength: 0
[2025-04-03 10:37:40.111] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:37:40.118] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:37:50.569] [info]  [MessageQueue] Queueing message to be sent LogId:6701
[2025-04-03 10:37:50.570] [info]  [MessageQueue] Draining message from queue LogId:6701 QueueLength: 0
[2025-04-03 10:37:50.570] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:37:50.807] [info]  [MessageQueue] Finished draining message from queue LogId:6701 QueueLength: 0
[2025-04-03 10:38:01.670] [info]  [MessageQueue] Queueing message to be sent LogId:6926
[2025-04-03 10:38:01.670] [info]  [MessageQueue] Draining message from queue LogId:6926 QueueLength: 0
[2025-04-03 10:38:01.671] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:38:02.076] [info]  [MessageQueue] Finished draining message from queue LogId:6926 QueueLength: 0
[2025-04-03 10:38:14.175] [info]  [MessageQueue] Queueing message to be sent LogId:7714
[2025-04-03 10:38:14.175] [info]  [MessageQueue] Draining message from queue LogId:7714 QueueLength: 0
[2025-04-03 10:38:14.175] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:38:14.590] [info]  [MessageQueue] Finished draining message from queue LogId:7714 QueueLength: 0
[2025-04-03 10:38:17.924] [info]  [MessageQueue] Queueing message to be sent LogId:360
[2025-04-03 10:38:17.925] [info]  [MessageQueue] Draining message from queue LogId:360 QueueLength: 0
[2025-04-03 10:38:17.925] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:38:18.492] [info]  [MessageQueue] Finished draining message from queue LogId:360 QueueLength: 0
[2025-04-03 10:38:20.122] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:38:20.124] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:38:25.121] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:38:25.123] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:38:36.390] [info]  [MessageQueue] Queueing message to be sent LogId:1310
[2025-04-03 10:38:36.391] [info]  [MessageQueue] Draining message from queue LogId:1310 QueueLength: 0
[2025-04-03 10:38:36.391] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:38:36.692] [info]  [MessageQueue] Finished draining message from queue LogId:1310 QueueLength: 0
[2025-04-03 10:39:14.465] [info]  [MessageQueue] Queueing message to be sent LogId:6513
[2025-04-03 10:39:14.465] [info]  [MessageQueue] Draining message from queue LogId:6513 QueueLength: 0
[2025-04-03 10:39:14.466] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:39:14.760] [info]  [MessageQueue] Finished draining message from queue LogId:6513 QueueLength: 0
[2025-04-03 10:39:40.416] [info]  [MessageQueue] Queueing message to be sent LogId:5452
[2025-04-03 10:39:40.417] [info]  [MessageQueue] Draining message from queue LogId:5452 QueueLength: 0
[2025-04-03 10:39:40.417] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:39:40.786] [info]  [MessageQueue] Finished draining message from queue LogId:5452 QueueLength: 0
[2025-04-03 10:40:14.305] [info]  [MessageQueue] Queueing message to be sent LogId:242
[2025-04-03 10:40:14.305] [info]  [MessageQueue] Draining message from queue LogId:242 QueueLength: 0
[2025-04-03 10:40:14.305] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:40:14.580] [info]  [MessageQueue] Finished draining message from queue LogId:242 QueueLength: 0
[2025-04-03 10:41:03.718] [info]  [MessageQueue] Queueing message to be sent LogId:9279
[2025-04-03 10:41:03.718] [info]  [MessageQueue] Draining message from queue LogId:9279 QueueLength: 0
[2025-04-03 10:41:03.719] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:41:04.022] [info]  [MessageQueue] Finished draining message from queue LogId:9279 QueueLength: 0
[2025-04-03 10:41:45.647] [info]  [MessageQueue] Queueing message to be sent LogId:3350
[2025-04-03 10:41:45.648] [info]  [MessageQueue] Draining message from queue LogId:3350 QueueLength: 0
[2025-04-03 10:41:45.648] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:41:46.004] [info]  [MessageQueue] Finished draining message from queue LogId:3350 QueueLength: 0
[2025-04-03 10:42:42.325] [info]  [MessageQueue] Queueing message to be sent LogId:1128
[2025-04-03 10:42:42.325] [info]  [MessageQueue] Draining message from queue LogId:1128 QueueLength: 0
[2025-04-03 10:42:42.326] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:42:42.632] [info]  [MessageQueue] Finished draining message from queue LogId:1128 QueueLength: 0
[2025-04-03 10:42:50.989] [info]  [MessageQueue] Queueing message to be sent LogId:9396
[2025-04-03 10:42:50.990] [info]  [MessageQueue] Draining message from queue LogId:9396 QueueLength: 0
[2025-04-03 10:42:50.990] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:42:51.337] [info]  [MessageQueue] Finished draining message from queue LogId:9396 QueueLength: 0
[2025-04-03 10:43:13.531] [info]  [MessageQueue] Queueing message to be sent LogId:6479
[2025-04-03 10:43:13.532] [info]  [MessageQueue] Draining message from queue LogId:6479 QueueLength: 0
[2025-04-03 10:43:13.532] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:43:13.783] [info]  [MessageQueue] Finished draining message from queue LogId:6479 QueueLength: 0
[2025-04-03 10:43:27.231] [info]  [MessageQueue] Queueing message to be sent LogId:846
[2025-04-03 10:43:27.232] [info]  [MessageQueue] Draining message from queue LogId:846 QueueLength: 0
[2025-04-03 10:43:27.232] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:43:27.443] [info]  [MessageQueue] Finished draining message from queue LogId:846 QueueLength: 0
[2025-04-03 10:43:34.937] [error] [KeyboardLayoutMapUtils] KeyboardMapper - Key code mismatch for key 3: 12 !== 51
[2025-04-03 10:43:35.951] [info]  [MessageQueue] Queueing message to be sent LogId:3152
[2025-04-03 10:43:35.952] [info]  [MessageQueue] Draining message from queue LogId:3152 QueueLength: 0
[2025-04-03 10:43:35.952] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:43:36.246] [info]  [MessageQueue] Finished draining message from queue LogId:3152 QueueLength: 0
[2025-04-03 10:46:35.687] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:46:35.696] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:47:05.754] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:47:05.757] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:47:20.807] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:47:20.812] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:47:35.855] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:47:35.859] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:47:40.870] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:47:40.872] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:48:00.913] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:48:00.916] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:48:10.940] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:48:10.944] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:51:16.297] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:51:16.298] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:51:21.306] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:51:21.308] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:52:01.406] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:52:01.408] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:52:26.471] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:52:26.473] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:53:31.614] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:53:31.616] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:53:36.613] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:53:36.614] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:53:41.632] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:53:41.636] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:53:46.650] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:53:46.654] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:53:56.676] [info]  [RunningGameStore] Running Games Changed [object Object]
[2025-04-03 10:53:56.678] [info]  [OverlayBridgeStore] updateIntendedOverlayPIDs [object Object]
[2025-04-03 10:55:11.936] [info]  [MessageQueue] Queueing message to be sent LogId:3790
[2025-04-03 10:55:11.937] [info]  [MessageQueue] Draining message from queue LogId:3790 QueueLength: 0
[2025-04-03 10:55:11.937] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:55:12.201] [info]  [MessageQueue] Finished draining message from queue LogId:3790 QueueLength: 0
[2025-04-03 10:55:47.540] [info]  [MessageQueue] Queueing message to be sent LogId:6324
[2025-04-03 10:55:47.540] [info]  [MessageQueue] Draining message from queue LogId:6324 QueueLength: 0
[2025-04-03 10:55:47.540] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:55:47.837] [info]  [MessageQueue] Finished draining message from queue LogId:6324 QueueLength: 0
[2025-04-03 10:55:59.820] [info]  [MessageQueue] Queueing message to be sent LogId:6954
[2025-04-03 10:55:59.820] [info]  [MessageQueue] Draining message from queue LogId:6954 QueueLength: 0
[2025-04-03 10:55:59.820] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:56:00.127] [info]  [MessageQueue] Finished draining message from queue LogId:6954 QueueLength: 0
[2025-04-03 10:56:36.602] [info]  [MessageQueue] Queueing message to be sent LogId:6631
[2025-04-03 10:56:36.603] [info]  [MessageQueue] Draining message from queue LogId:6631 QueueLength: 0
[2025-04-03 10:56:36.603] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:56:36.886] [info]  [MessageQueue] Finished draining message from queue LogId:6631 QueueLength: 0
[2025-04-03 10:56:59.018] [info]  [MessageQueue] Queueing message to be sent LogId:2591
[2025-04-03 10:56:59.018] [info]  [MessageQueue] Draining message from queue LogId:2591 QueueLength: 0
[2025-04-03 10:56:59.018] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:56:59.562] [info]  [MessageQueue] Finished draining message from queue LogId:2591 QueueLength: 0
[2025-04-03 10:57:15.467] [info]  [MessageQueue] Queueing message to be sent LogId:5807
[2025-04-03 10:57:15.468] [info]  [MessageQueue] Draining message from queue LogId:5807 QueueLength: 0
[2025-04-03 10:57:15.468] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:57:15.713] [info]  [MessageQueue] Finished draining message from queue LogId:5807 QueueLength: 0
[2025-04-03 10:57:49.334] [info]  [MessageQueue] Queueing message to be sent LogId:3159
[2025-04-03 10:57:49.334] [info]  [MessageQueue] Draining message from queue LogId:3159 QueueLength: 0
[2025-04-03 10:57:49.334] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:57:49.607] [info]  [MessageQueue] Finished draining message from queue LogId:3159 QueueLength: 0
[2025-04-03 10:58:24.916] [info]  [MessageQueue] Queueing message to be sent LogId:79
[2025-04-03 10:58:24.917] [info]  [MessageQueue] Draining message from queue LogId:79 QueueLength: 0
[2025-04-03 10:58:24.917] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:58:25.127] [info]  [MessageQueue] Finished draining message from queue LogId:79 QueueLength: 0
[2025-04-03 10:59:15.536] [info]  [MessageQueue] Queueing message to be sent LogId:1049
[2025-04-03 10:59:15.536] [info]  [MessageQueue] Draining message from queue LogId:1049 QueueLength: 0
[2025-04-03 10:59:15.536] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:59:15.923] [info]  [MessageQueue] Finished draining message from queue LogId:1049 QueueLength: 0
[2025-04-03 10:59:56.488] [error] ResizeObserver loop completed with undelivered notifications.
[2025-04-03 10:59:56.621] [info]  [MessageQueue] Queueing message to be sent LogId:5088
[2025-04-03 10:59:56.622] [info]  [MessageQueue] Draining message from queue LogId:5088 QueueLength: 0
[2025-04-03 10:59:56.622] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 10:59:56.683] [error] ResizeObserver loop completed with undelivered notifications.
[2025-04-03 10:59:56.876] [info]  [MessageQueue] Finished draining message from queue LogId:5088 QueueLength: 0
[2025-04-03 11:00:51.675] [info]  [MessageQueue] Queueing message to be sent LogId:6259
[2025-04-03 11:00:51.676] [info]  [MessageQueue] Draining message from queue LogId:6259 QueueLength: 0
[2025-04-03 11:00:51.676] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 11:00:51.967] [info]  [MessageQueue] Finished draining message from queue LogId:6259 QueueLength: 0
[2025-04-03 11:01:03.797] [info]  [MessageQueue] Queueing message to be sent LogId:4894
[2025-04-03 11:01:03.797] [info]  [MessageQueue] Draining message from queue LogId:4894 QueueLength: 0
[2025-04-03 11:01:03.797] [info]  [MessageQueue] Draining Message Queue with:  0
[2025-04-03 11:01:04.049] [info]  [MessageQueue] Finished draining message from queue LogId:4894 QueueLength: 0
